Customer_ID,Customer_Name,Region,State,Signup_Date
C101161,Customer_1161,North,KL,2023-09-22
C101162,Customer_1162,South,WB,2023-10-12
C101163,Customer_1163,West,WB,2022-10-09
C101164,Customer_1164,North,WB,2024-06-11
C101165,Customer_1165,West,WB,2024-03-10
C101166,Customer_1166,Central,KL,2022-12-09
C101167,Customer_1167,East,RJ,2023-12-17
C101168,Customer_1168,North,KA,2024-03-11
C101169,Customer_1169,South,WB,2022-12-23
C101170,Customer_1170,East,KA,2022-10-02
C101171,Customer_1171,Central,RJ,2021-04-16
C101172,Customer_1172,West,RJ,2021-06-14
C101173,Customer_1173,South,UP,2021-08-03
C101174,Customer_1174,West,DL,2023-12-31
C101175,Customer_1175,East,PB,2021-03-31
C101176,Customer_1176,West,GJ,2023-05-24
C101177,Customer_1177,North,PB,2024-06-05
C101178,Customer_1178,West,KL,2024-01-08
C101179,Customer_1179,East,GJ,2022-08-31
C101180,Customer_1180,Central,RJ,2021-12-15
C101181,Customer_1181,South,PB,2023-06-13
C101182,Customer_1182,West,TN,2021-09-03
C101183,Customer_1183,Central,DL,2021-09-29
C101184,Customer_1184,North,PB,2022-02-07
C101185,Customer_1185,Central,DL,2024-02-14
C101186,Customer_1186,West,KA,2024-12-29
C101187,Customer_1187,North,KL,2024-04-10
C101188,Customer_1188,South,DL,2023-11-06
C101189,Customer_1189,West,KA,2023-08-19
C101190,Customer_1190,North,WB,2023-06-17
C101191,Customer_1191,East,KA,2023-12-16
C101192,Customer_1192,South,KL,2024-02-01
C101193,Customer_1193,West,UP,2021-10-11
C101194,Customer_1194,North,WB,2022-06-01
C101195,Customer_1195,Central,RJ,2022-09-10
C101196,Customer_1196,Central,MH,2024-07-25
C101197,Customer_1197,Central,KA,2022-09-04
C101198,Customer_1198,West,KA,2023-01-20
C101199,Customer_1199,North,DL,2024-07-16
C101200,Customer_1200,West,RJ,2022-02-04
C101201,Customer_1201,North,PB,2021-03-27
C101202,Customer_1202,North,TN,2021-11-16
C101203,Customer_1203,South,GJ,2023-11-22
C101204,Customer_1204,East,KA,2021-12-02
C101205,Customer_1205,West,PB,2021-02-20
C101206,Customer_1206,West,TN,2024-01-08
C101207,Customer_1207,East,GJ,2021-06-23
C101208,Customer_1208,South,MH,2022-05-16
C101209,Customer_1209,Central,DL,2021-03-17
C101210,Customer_1210,East,PB,2021-11-12
C101211,Customer_1211,East,DL,2024-10-28
C101212,Customer_1212,North,GJ,2024-01-10
C101213,Customer_1213,West,UP,2022-11-28
C101214,Customer_1214,West,KA,2023-10-07
C101215,Customer_1215,South,WB,2023-01-02
C101216,Customer_1216,North,TN,2023-12-31
C101217,Customer_1217,West,RJ,2023-08-27
C101218,Customer_1218,West,KL,2023-05-04
C101219,Customer_1219,South,KA,2022-10-28
C101220,Customer_1220,Central,WB,2022-10-14
C101221,Customer_1221,North,KL,2023-12-31
C101222,Customer_1222,East,PB,2021-02-15
C101223,Customer_1223,Central,KL,2023-12-07
C101224,Customer_1224,South,MH,2024-12-16
C101225,Customer_1225,West,KA,2021-05-29
C101226,Customer_1226,South,DL,2023-06-29
C101227,Customer_1227,South,UP,2024-02-28
C101228,Customer_1228,Central,RJ,2022-04-01
C101229,Customer_1229,South,DL,2023-05-27
C101230,Customer_1230,Central,WB,2023-08-24
C101231,Customer_1231,South,KA,2023-05-19
C101232,Customer_1232,North,UP,2023-07-18
C101233,Customer_1233,North,KL,2023-10-21
C101234,Customer_1234,West,KA,2023-09-28
C101235,Customer_1235,South,KL,2023-02-13
C101236,Customer_1236,Central,PB,2021-09-01
C101237,Customer_1237,East,MH,2022-04-19
C101238,Customer_1238,Central,GJ,2022-01-17
C101239,Customer_1239,North,KA,2024-02-01
C101240,Customer_1240,Central,WB,2022-05-04
C101241,Customer_1241,West,KL,2023-11-27
C101242,Customer_1242,West,DL,2024-09-18
C101243,Customer_1243,Central,PB,2022-02-01
C101244,Customer_1244,West,WB,2021-10-23
C101245,Customer_1245,West,RJ,2021-04-17
C101246,Customer_1246,North,GJ,2023-05-10
C101247,Customer_1247,North,PB,2023-08-12
C101248,Customer_1248,Central,MH,2022-06-14
C101249,Customer_1249,East,GJ,2024-01-12
C101250,Customer_1250,West,KL,2023-07-23
C101251,Customer_1251,East,WB,2021-10-15
C101252,Customer_1252,North,RJ,2022-12-07
C101253,Customer_1253,North,TN,2021-08-03
C101254,Customer_1254,West,MH,2024-07-28
C101255,Customer_1255,East,UP,2023-01-02
C101256,Customer_1256,North,KL,2021-12-10
C101257,Customer_1257,East,TN,2021-07-13
C101258,Customer_1258,North,KA,2021-06-07
C101259,Customer_1259,East,RJ,2022-04-10
C101260,Customer_1260,South,DL,2021-04-14
C101261,Customer_1261,West,UP,2021-02-03
C101262,Customer_1262,South,WB,2024-01-31
C101263,Customer_1263,East,RJ,2022-10-01
C101264,Customer_1264,North,GJ,2021-11-21
C101265,Customer_1265,North,PB,2022-11-22
C101266,Customer_1266,South,GJ,2022-08-15
C101267,Customer_1267,East,GJ,2021-05-21
C101268,Customer_1268,East,KA,2022-04-19
C101269,Customer_1269,South,MH,2023-11-21
C101270,Customer_1270,West,DL,2023-06-03
C101271,Customer_1271,Central,UP,2021-03-04
C101272,Customer_1272,West,MH,2024-01-16
C101273,Customer_1273,North,RJ,2021-10-31
C101274,Customer_1274,East,GJ,2023-12-21
C101275,Customer_1275,North,KA,2022-01-31
C101276,Customer_1276,South,RJ,2021-11-30
C101277,Customer_1277,Central,PB,2023-02-25
C101278,Customer_1278,North,DL,2022-02-15
C101279,Customer_1279,East,UP,2021-10-11
C101280,Customer_1280,East,PB,2022-04-11
C101281,Customer_1281,West,KA,2021-03-21
C101282,Customer_1282,East,DL,2023-02-23
C101283,Customer_1283,North,RJ,2024-01-06
C101284,Customer_1284,South,GJ,2023-01-03
C101285,Customer_1285,East,GJ,2024-10-16
C101286,Customer_1286,North,KL,2021-03-18
C101287,Customer_1287,South,GJ,2022-05-24
C101288,Customer_1288,North,TN,2024-04-02
C101289,Customer_1289,North,GJ,2023-10-30
C101290,Customer_1290,South,TN,2024-04-13
C101291,Customer_1291,North,WB,2022-04-07
C101292,Customer_1292,East,TN,2024-08-23
C101293,Customer_1293,West,DL,2021-09-02
C101294,Customer_1294,West,PB,2021-05-02
C101295,Customer_1295,North,DL,2021-07-04
C101296,Customer_1296,North,PB,2021-02-01
C101297,Customer_1297,North,KL,2023-09-25
C101298,Customer_1298,West,WB,2023-02-01
C101299,Customer_1299,West,PB,2022-07-23
C101300,Customer_1300,North,PB,2021-11-06
C101301,Customer_1301,Central,KA,2024-10-27
C101302,Customer_1302,North,MH,2023-04-10
C101303,Customer_1303,East,MH,2023-09-19
C101304,Customer_1304,West,KA,2023-12-16
C101305,Customer_1305,Central,GJ,2023-03-02
C101306,Customer_1306,West,KA,2024-07-20
C101307,Customer_1307,West,PB,2022-04-09
C101308,Customer_1308,South,PB,2022-11-09
C101309,Customer_1309,West,KA,2023-09-06
C101310,Customer_1310,North,KA,2022-11-01
C101311,Customer_1311,Central,GJ,2024-06-26
C101312,Customer_1312,East,DL,2022-11-29
C101313,Customer_1313,West,WB,2023-09-21
C101314,Customer_1314,East,RJ,2021-03-19
C101315,Customer_1315,West,PB,2022-06-18
C101316,Customer_1316,East,WB,2021-04-18
C101317,Customer_1317,West,KA,2024-07-20
C101318,Customer_1318,North,GJ,2023-02-03
C101319,Customer_1319,North,TN,2021-01-15
C101320,Customer_1320,South,GJ,2022-01-05
C101321,Customer_1321,North,UP,2024-08-20
C101322,Customer_1322,Central,UP,2021-07-24
C101323,Customer_1323,North,WB,2024-02-11
C101324,Customer_1324,Central,MH,2023-05-15
C101325,Customer_1325,South,UP,2024-06-30
C101326,Customer_1326,North,UP,2022-03-17
C101327,Customer_1327,West,DL,2024-04-24
C101328,Customer_1328,West,TN,2023-05-09
C101329,Customer_1329,East,DL,2021-08-15
C101330,Customer_1330,East,TN,2022-06-12
C101331,Customer_1331,West,KL,2021-12-20
C101332,Customer_1332,South,RJ,2022-09-15
C101333,Customer_1333,Central,PB,2023-10-22
C101334,Customer_1334,Central,UP,2023-07-16
C101335,Customer_1335,West,PB,2024-12-14
C101336,Customer_1336,North,UP,2024-03-30
C101337,Customer_1337,West,DL,2021-06-10
C101338,Customer_1338,North,RJ,2023-05-21
C101339,Customer_1339,North,DL,2024-02-26
C101340,Customer_1340,South,DL,2024-03-20
C101341,Customer_1341,East,TN,2022-03-20
C101342,Customer_1342,Central,MH,2022-04-08
C101343,Customer_1343,West,GJ,2023-11-20
C101344,Customer_1344,West,WB,2022-04-18
C101345,Customer_1345,East,PB,2022-07-11
C101346,Customer_1346,South,KL,2021-03-21
C101347,Customer_1347,South,UP,2023-11-29
C101348,Customer_1348,Central,DL,2021-08-28
C101349,Customer_1349,North,MH,2022-07-11
C101350,Customer_1350,Central,DL,2022-08-13
C101351,Customer_1351,East,RJ,2024-09-22
C101352,Customer_1352,East,TN,2024-07-27
C101353,Customer_1353,West,KL,2024-02-14
C101354,Customer_1354,East,GJ,2021-09-26
C101355,Customer_1355,Central,RJ,2021-12-01
C101356,Customer_1356,Central,KA,2021-11-08
C101357,Customer_1357,East,KL,2023-12-13
C101358,Customer_1358,South,DL,2023-12-28
C101359,Customer_1359,East,RJ,2022-11-25
C101360,Customer_1360,Central,GJ,2021-02-03
C101361,Customer_1361,North,MH,2022-01-21
C101362,Customer_1362,West,MH,2021-09-06
C101363,Customer_1363,West,PB,2024-02-09
C101364,Customer_1364,West,GJ,2024-01-23
C101365,Customer_1365,North,MH,2024-12-04
C101366,Customer_1366,West,RJ,2024-04-17
C101367,Customer_1367,Central,PB,2023-12-07
C101368,Customer_1368,North,MH,2023-03-05
C101369,Customer_1369,South,KL,2023-05-02
C101370,Customer_1370,Central,TN,2023-05-24
C101371,Customer_1371,North,KA,2022-01-11
C101372,Customer_1372,Central,GJ,2022-12-25
C101373,Customer_1373,East,RJ,2021-07-21
C101374,Customer_1374,South,UP,2022-03-21
C101375,Customer_1375,Central,DL,2021-10-24
C101376,Customer_1376,East,RJ,2024-08-24
C101377,Customer_1377,East,MH,2022-05-08
C101378,Customer_1378,South,RJ,2021-12-04
C101379,Customer_1379,East,UP,2023-07-12
C101380,Customer_1380,North,DL,2023-12-26
C101381,Customer_1381,South,PB,2023-03-03
C101382,Customer_1382,Central,MH,2024-12-16
C101383,Customer_1383,South,WB,2023-08-20
C101384,Customer_1384,West,MH,2021-11-13
C101385,Customer_1385,South,KA,2023-07-31
C101386,Customer_1386,West,WB,2022-09-18
C101387,Customer_1387,North,KA,2021-03-16
C101388,Customer_1388,Central,UP,2023-07-28
C101389,Customer_1389,East,GJ,2021-02-28
C101390,Customer_1390,South,DL,2022-01-21
C101391,Customer_1391,North,TN,2021-01-15
C101392,Customer_1392,North,PB,2024-06-08
C101393,Customer_1393,East,TN,2021-07-18
C101394,Customer_1394,South,KL,2024-10-09
C101395,Customer_1395,Central,KL,2021-02-04
C101396,Customer_1396,East,UP,2021-06-11
C101397,Customer_1397,South,GJ,2023-09-09
C101398,Customer_1398,East,KL,2023-03-10
C101399,Customer_1399,West,MH,2023-06-14
C101400,Customer_1400,North,RJ,2022-04-16
C101401,Customer_1401,North,KA,2022-06-15
C101402,Customer_1402,North,KL,2023-03-03
C101403,Customer_1403,West,UP,2023-05-02
C101404,Customer_1404,West,KA,2024-12-17
C101405,Customer_1405,East,MH,2021-12-14
C101406,Customer_1406,Central,GJ,2022-11-25
C101407,Customer_1407,West,DL,2023-07-24
C101408,Customer_1408,East,TN,2023-07-02
C101409,Customer_1409,Central,MH,2021-05-27
C101410,Customer_1410,North,PB,2024-10-29
C101411,Customer_1411,North,WB,2022-11-06
C101412,Customer_1412,South,UP,2024-12-10
C101413,Customer_1413,North,TN,2022-11-18
C101414,Customer_1414,East,PB,2024-07-03
C101415,Customer_1415,Central,DL,2023-08-18
C101416,Customer_1416,North,PB,2022-11-17
C101417,Customer_1417,North,GJ,2024-02-01
C101418,Customer_1418,East,WB,2021-05-01
C101419,Customer_1419,Central,KA,2022-02-23
C101420,Customer_1420,South,TN,2021-12-16
C101421,Customer_1421,East,WB,2021-02-11
C101422,Customer_1422,North,RJ,2024-10-22
C101423,Customer_1423,North,MH,2021-01-29
C101424,Customer_1424,Central,RJ,2023-08-24
C101425,Customer_1425,Central,MH,2023-02-24
C101426,Customer_1426,North,GJ,2021-01-14
C101427,Customer_1427,Central,WB,2023-07-09
C101428,Customer_1428,West,DL,2023-03-29
C101429,Customer_1429,Central,KL,2023-04-05
C101430,Customer_1430,East,PB,2024-04-27
C101431,Customer_1431,East,KL,2023-05-22
C101432,Customer_1432,East,WB,2021-10-22
C101433,Customer_1433,West,RJ,2024-04-21
C101434,Customer_1434,North,KL,2023-05-14
C101435,Customer_1435,North,UP,2022-07-02
C101436,Customer_1436,South,KL,2023-11-27
C101437,Customer_1437,West,MH,2023-10-05
C101438,Customer_1438,North,UP,2023-11-04
C101439,Customer_1439,West,TN,2022-09-27
C101440,Customer_1440,Central,KL,2022-08-18
C101441,Customer_1441,North,UP,2024-03-28
C101442,Customer_1442,West,WB,2024-09-14
C101443,Customer_1443,East,PB,2022-09-06
C101444,Customer_1444,Central,TN,2024-01-12
C101445,Customer_1445,North,DL,2023-11-12
C101446,Customer_1446,West,DL,2024-03-01
C101447,Customer_1447,Central,GJ,2022-04-10
C101448,Customer_1448,Central,KL,2024-08-18
C101449,Customer_1449,West,PB,2023-08-13
C101450,Customer_1450,East,KA,2023-07-19
C101451,Customer_1451,East,UP,2024-07-14
C101452,Customer_1452,Central,TN,2023-03-10
C101453,Customer_1453,East,WB,2022-01-30
C101454,Customer_1454,North,KL,2024-02-18
C101455,Customer_1455,Central,WB,2021-09-03
C101456,Customer_1456,West,KA,2022-07-22
C101457,Customer_1457,West,GJ,2021-02-07
C101458,Customer_1458,North,KA,2021-09-02
C101459,Customer_1459,West,MH,2021-01-21
C101460,Customer_1460,South,RJ,2024-02-08
C101461,Customer_1461,West,TN,2022-01-29
C101462,Customer_1462,North,RJ,2024-12-04
C101463,Customer_1463,West,KA,2023-09-14
C101464,Customer_1464,Central,GJ,2021-01-08
C101465,Customer_1465,North,GJ,2021-11-24
C101466,Customer_1466,Central,DL,2021-10-17
C101467,Customer_1467,South,KL,2022-05-26
C101468,Customer_1468,Central,DL,2023-07-01
C101469,Customer_1469,West,TN,2021-12-27
C101470,Customer_1470,East,TN,2022-12-17
C101471,Customer_1471,West,TN,2021-08-07
C101472,Customer_1472,Central,WB,2022-02-10
C101473,Customer_1473,South,DL,2023-01-23
C101474,Customer_1474,South,WB,2023-07-12
C101475,Customer_1475,West,RJ,2023-04-12
C101476,Customer_1476,West,KL,2023-03-05
C101477,Customer_1477,West,KA,2024-05-28
C101478,Customer_1478,West,UP,2022-08-18
C101479,Customer_1479,East,DL,2021-04-17
C101480,Customer_1480,West,UP,2022-08-04
C101481,Customer_1481,North,GJ,2022-09-01
C101482,Customer_1482,East,DL,2024-08-02
C101483,Customer_1483,North,RJ,2021-01-08
C101484,Customer_1484,South,DL,2023-03-17
C101485,Customer_1485,South,WB,2021-07-08
C101486,Customer_1486,South,KL,2021-03-22
C101487,Customer_1487,West,KA,2021-04-18
C101488,Customer_1488,South,PB,2024-09-06
C101489,Customer_1489,East,KA,2022-11-17
C101490,Customer_1490,South,KA,2021-12-12
C101491,Customer_1491,South,GJ,2021-11-24
C101492,Customer_1492,South,RJ,2022-07-09
C101493,Customer_1493,North,UP,2021-10-29
C101494,Customer_1494,East,RJ,2021-07-19
C101495,Customer_1495,West,PB,2023-06-12
C101496,Customer_1496,East,GJ,2024-12-13
C101497,Customer_1497,East,KL,2023-11-29
C101498,Customer_1498,South,KA,2021-11-03
C101499,Customer_1499,Central,WB,2023-10-25
C101500,Customer_1500,East,GJ,2024-01-06
C101501,Customer_1501,East,TN,2022-04-13
C101502,Customer_1502,North,DL,2021-06-28
C101503,Customer_1503,South,RJ,2022-10-07
C101504,Customer_1504,South,GJ,2021-10-03
C101505,Customer_1505,South,TN,2024-03-21
C101506,Customer_1506,East,UP,2024-04-02
C101507,Customer_1507,East,PB,2024-08-06
C101508,Customer_1508,East,PB,2024-11-02
C101509,Customer_1509,West,KA,2022-09-13
C101510,Customer_1510,West,KA,2022-09-30
C101511,Customer_1511,West,GJ,2024-08-26
C101512,Customer_1512,Central,GJ,2023-07-19
C101513,Customer_1513,North,KL,2024-11-13
C101514,Customer_1514,North,DL,2021-07-02
C101515,Customer_1515,North,MH,2024-08-22
C101516,Customer_1516,West,UP,2021-03-13
C101517,Customer_1517,Central,KA,2024-05-27
C101518,Customer_1518,South,MH,2022-12-20
C101519,Customer_1519,Central,MH,2024-04-11
C101520,Customer_1520,North,DL,2024-07-19
C101521,Customer_1521,Central,WB,2022-12-27
C101522,Customer_1522,South,WB,2021-09-26
C101523,Customer_1523,North,KA,2023-11-10
C101524,Customer_1524,East,TN,2022-08-01
C101525,Customer_1525,South,DL,2023-09-22
C101526,Customer_1526,South,DL,2023-03-26
C101527,Customer_1527,South,RJ,2021-05-27
C101528,Customer_1528,West,MH,2024-12-23
C101529,Customer_1529,East,RJ,2024-04-03
C101530,Customer_1530,South,MH,2023-06-09
C101531,Customer_1531,East,WB,2021-11-06
C101532,Customer_1532,West,KA,2022-06-02
C101533,Customer_1533,South,UP,2021-01-14
C101534,Customer_1534,South,WB,2021-05-12
C101535,Customer_1535,North,DL,2023-01-25
C101536,Customer_1536,North,UP,2022-03-15
C101537,Customer_1537,West,GJ,2023-01-13
C101538,Customer_1538,North,UP,2023-01-10
C101539,Customer_1539,East,UP,2023-03-06
C101540,Customer_1540,West,WB,2021-09-20
C101541,Customer_1541,North,DL,2022-10-05
C101542,Customer_1542,East,UP,2024-06-02
C101543,Customer_1543,South,WB,2021-09-15
C101544,Customer_1544,Central,WB,2024-06-11
C101545,Customer_1545,East,UP,2024-09-21
C101546,Customer_1546,West,MH,2022-02-13
C101547,Customer_1547,East,DL,2023-09-02
C101548,Customer_1548,North,PB,2023-11-14
C101549,Customer_1549,West,UP,2021-09-28
C101550,Customer_1550,Central,RJ,2024-01-24
C101551,Customer_1551,East,RJ,2021-05-22
C101552,Customer_1552,West,GJ,2023-06-21
C101553,Customer_1553,Central,DL,2023-09-01
C101554,Customer_1554,South,WB,2024-01-10
C101555,Customer_1555,North,KL,2021-10-01
C101556,Customer_1556,East,KA,2021-10-03
C101557,Customer_1557,South,TN,2022-04-10
C101558,Customer_1558,Central,KL,2024-05-16
C101559,Customer_1559,Central,DL,2024-08-12
C101560,Customer_1560,South,DL,2023-11-29
C101561,Customer_1561,South,UP,2021-10-15
C101562,Customer_1562,West,UP,2024-02-22
C101563,Customer_1563,South,KL,2023-05-26
C101564,Customer_1564,Central,WB,2024-07-30
C101565,Customer_1565,East,GJ,2023-05-28
C101566,Customer_1566,West,UP,2021-06-29
C101567,Customer_1567,North,TN,2024-01-26
C101568,Customer_1568,West,TN,2024-04-29
C101569,Customer_1569,East,GJ,2024-01-03
C101570,Customer_1570,East,MH,2022-03-23
C101571,Customer_1571,North,MH,2023-02-24
C101572,Customer_1572,West,DL,2022-07-15
C101573,Customer_1573,Central,UP,2022-04-29
C101574,Customer_1574,North,RJ,2023-04-29
C101575,Customer_1575,North,KL,2022-12-23
C101576,Customer_1576,North,PB,2021-04-26
C101577,Customer_1577,West,GJ,2022-06-19
C101578,Customer_1578,East,DL,2024-01-27
C101579,Customer_1579,East,RJ,2024-09-13
C101580,Customer_1580,South,UP,2022-02-11
C101581,Customer_1581,South,RJ,2024-08-29
C101582,Customer_1582,East,RJ,2022-11-25
C101583,Customer_1583,East,GJ,2024-03-17
C101584,Customer_1584,Central,DL,2024-09-27
C101585,Customer_1585,North,WB,2022-05-10
C101586,Customer_1586,West,TN,2023-08-06
C101587,Customer_1587,South,KL,2021-01-23
C101588,Customer_1588,East,DL,2024-02-03
C101589,Customer_1589,West,PB,2022-07-12
C101590,Customer_1590,West,RJ,2023-07-30
C101591,Customer_1591,Central,WB,2024-05-30
C101592,Customer_1592,North,GJ,2023-05-05
C101593,Customer_1593,North,KA,2023-11-05
C101594,Customer_1594,West,KL,2023-06-10
C101595,Customer_1595,East,KL,2021-03-19
C101596,Customer_1596,South,TN,2024-09-07
C101597,Customer_1597,North,KA,2023-03-18
C101598,Customer_1598,North,UP,2024-06-18
C101599,Customer_1599,Central,KA,2023-11-08
C101600,Customer_1600,North,RJ,2023-02-07
C101601,Customer_1601,South,RJ,2022-03-30
C101602,Customer_1602,South,RJ,2023-07-17
C101603,Customer_1603,South,RJ,2021-10-04
C101604,Customer_1604,North,DL,2024-12-18
C101605,Customer_1605,East,KL,2023-11-17
C101606,Customer_1606,North,KA,2022-05-29
C101607,Customer_1607,West,KL,2022-04-09
C101608,Customer_1608,South,PB,2023-03-18
C101609,Customer_1609,East,KA,2023-04-04
C101610,Customer_1610,Central,DL,2021-12-29
C101611,Customer_1611,West,PB,2024-11-07
C101612,Customer_1612,East,KL,2023-01-21
C101613,Customer_1613,South,PB,2022-06-09
C101614,Customer_1614,South,TN,2024-11-06
C101615,Customer_1615,West,PB,2024-04-22
C101616,Customer_1616,Central,KA,2024-05-02
C101617,Customer_1617,West,RJ,2021-02-25
C101618,Customer_1618,East,RJ,2024-06-07
C101619,Customer_1619,West,UP,2022-05-04
C101620,Customer_1620,East,KL,2023-11-18
C101621,Customer_1621,North,TN,2022-12-23
C101622,Customer_1622,East,KA,2024-04-22
C101623,Customer_1623,Central,KA,2024-12-19
C101624,Customer_1624,North,GJ,2024-10-30
C101625,Customer_1625,West,MH,2021-02-10
C101626,Customer_1626,North,KL,2023-10-01
C101627,Customer_1627,East,KA,2021-09-17
C101628,Customer_1628,North,WB,2022-03-17
C101629,Customer_1629,East,KA,2023-07-15
C101630,Customer_1630,West,GJ,2023-05-06
C101631,Customer_1631,South,PB,2021-03-25
C101632,Customer_1632,West,DL,2021-02-15
C101633,Customer_1633,West,DL,2022-03-16
C101634,Customer_1634,Central,WB,2023-09-13
C101635,Customer_1635,South,WB,2021-05-16
C101636,Customer_1636,South,UP,2024-04-21
C101637,Customer_1637,North,DL,2024-04-10
C101638,Customer_1638,Central,PB,2023-06-28
C101639,Customer_1639,Central,DL,2023-05-11
C101640,Customer_1640,East,MH,2023-02-27
C101641,Customer_1641,Central,KL,2022-08-13
C101642,Customer_1642,East,DL,2023-08-14
C101643,Customer_1643,West,RJ,2022-11-21
C101644,Customer_1644,North,UP,2022-06-23
C101645,Customer_1645,West,GJ,2024-02-18
C101646,Customer_1646,North,WB,2024-07-28
C101647,Customer_1647,Central,MH,2024-08-24
C101648,Customer_1648,West,WB,2022-12-09
C101649,Customer_1649,West,UP,2024-07-24
C101650,Customer_1650,North,KA,2021-10-22
C101651,Customer_1651,South,MH,2021-02-22
C101652,Customer_1652,South,TN,2023-03-17
C101653,Customer_1653,South,MH,2024-12-26
C101654,Customer_1654,North,UP,2021-02-21
C101655,Customer_1655,Central,GJ,2022-12-29
C101656,Customer_1656,East,MH,2021-03-13
C101657,Customer_1657,South,UP,2021-01-28
C101658,Customer_1658,South,PB,2022-04-14
C101659,Customer_1659,East,KL,2023-02-03
C101660,Customer_1660,East,DL,2023-06-05
C101661,Customer_1661,East,PB,2023-07-01
C101662,Customer_1662,Central,UP,2022-07-01
C101663,Customer_1663,East,RJ,2024-11-25
C101664,Customer_1664,Central,KA,2021-07-20
C101665,Customer_1665,Central,DL,2023-03-31
C101666,Customer_1666,North,RJ,2022-07-14
C101667,Customer_1667,Central,GJ,2022-01-14
C101668,Customer_1668,North,WB,2024-04-15
C101669,Customer_1669,West,TN,2023-12-12
C101670,Customer_1670,South,DL,2021-03-20
C101671,Customer_1671,Central,PB,2024-11-09
C101672,Customer_1672,Central,KA,2023-04-14
C101673,Customer_1673,West,RJ,2023-10-29
C101674,Customer_1674,West,UP,2024-05-22
C101675,Customer_1675,South,DL,2021-01-25
C101676,Customer_1676,North,WB,2022-03-26
C101677,Customer_1677,South,UP,2023-02-07
C101678,Customer_1678,North,RJ,2023-01-25
C101679,Customer_1679,West,KA,2021-07-17
C101680,Customer_1680,South,MH,2024-01-23
C101681,Customer_1681,Central,WB,2022-03-13
C101682,Customer_1682,West,UP,2022-11-21
C101683,Customer_1683,Central,WB,2024-11-02
C101684,Customer_1684,North,GJ,2022-08-10
C101685,Customer_1685,Central,UP,2021-04-14
C101686,Customer_1686,Central,DL,2022-09-19
C101687,Customer_1687,East,MH,2023-11-29
C101688,Customer_1688,East,MH,2022-04-03
C101689,Customer_1689,West,TN,2021-12-30
C101690,Customer_1690,North,WB,2021-05-15
C101691,Customer_1691,East,PB,2022-01-09
C101692,Customer_1692,South,MH,2024-06-09
C101693,Customer_1693,North,MH,2021-02-08
C101694,Customer_1694,South,GJ,2023-03-30
C101695,Customer_1695,North,KL,2021-02-16
C101696,Customer_1696,North,GJ,2021-02-05
C101697,Customer_1697,North,GJ,2021-04-05
C101698,Customer_1698,Central,KL,2023-09-12
C101699,Customer_1699,East,WB,2024-10-16
C101700,Customer_1700,Central,UP,2024-03-15
C101701,Customer_1701,East,KA,2022-01-03
C101702,Customer_1702,South,PB,2021-03-06
C101703,Customer_1703,East,MH,2024-06-05
C101704,Customer_1704,East,TN,2023-01-24
C101705,Customer_1705,North,PB,2023-03-27
C101706,Customer_1706,West,UP,2023-01-26
C101707,Customer_1707,North,KL,2021-06-30
C101708,Customer_1708,East,PB,2022-08-20
C101709,Customer_1709,West,MH,2024-03-24
C101710,Customer_1710,North,PB,2023-02-26
C101711,Customer_1711,North,KA,2022-09-19
C101712,Customer_1712,West,KL,2024-12-29
C101713,Customer_1713,East,PB,2024-01-28
C101714,Customer_1714,North,MH,2022-09-08
C101715,Customer_1715,Central,MH,2024-10-27
C101716,Customer_1716,North,PB,2024-10-17
C101717,Customer_1717,West,WB,2021-04-22
C101718,Customer_1718,Central,TN,2022-03-29
C101719,Customer_1719,South,RJ,2023-01-26
C101720,Customer_1720,North,GJ,2024-04-07
C101721,Customer_1721,North,KL,2022-08-07
C101722,Customer_1722,South,RJ,2021-05-19
C101723,Customer_1723,North,UP,2021-08-19
C101724,Customer_1724,West,UP,2024-06-16
C101725,Customer_1725,North,MH,2023-09-11
C101726,Customer_1726,East,UP,2021-09-10
C101727,Customer_1727,Central,WB,2024-12-30
C101728,Customer_1728,West,TN,2022-07-15
C101729,Customer_1729,East,UP,2024-12-16
C101730,Customer_1730,South,KA,2024-08-19
C101731,Customer_1731,West,TN,2021-03-13
C101732,Customer_1732,East,WB,2024-07-10
C101733,Customer_1733,East,RJ,2021-08-10
C101734,Customer_1734,North,TN,2024-01-06
C101735,Customer_1735,Central,TN,2021-03-03
C101736,Customer_1736,East,RJ,2024-03-26
C101737,Customer_1737,North,WB,2023-03-17
C101738,Customer_1738,South,UP,2021-05-05
C101739,Customer_1739,South,MH,2023-01-11
C101740,Customer_1740,Central,KL,2021-06-10
C101741,Customer_1741,West,RJ,2022-06-25
C101742,Customer_1742,West,RJ,2022-09-18
C101743,Customer_1743,North,RJ,2021-04-16
C101744,Customer_1744,South,RJ,2024-02-29
C101745,Customer_1745,East,KL,2024-10-12
C101746,Customer_1746,North,KL,2023-02-15
C101747,Customer_1747,South,UP,2021-01-02
C101748,Customer_1748,West,PB,2021-08-21
C101749,Customer_1749,North,PB,2022-01-04
C101750,Customer_1750,East,DL,2024-06-28
C101751,Customer_1751,North,RJ,2023-08-04
C101752,Customer_1752,North,RJ,2024-02-06
C101753,Customer_1753,South,TN,2024-07-23
C101754,Customer_1754,Central,PB,2021-06-29
C101755,Customer_1755,West,UP,2021-10-20
C101756,Customer_1756,Central,MH,2022-08-07
C101757,Customer_1757,East,DL,2023-03-06
